,tconst,averageRating,numVotes
998327,tt4064584,8.3,20
998328,tt4064586,6.5,43
998339,tt4064820,8.3,9
998340,tt4064850,6.2,42
998344,tt4064912,4.7,244
998346,tt4064990,7.5,12
998348,tt4065010,6.5,140
998349,tt4065066,3.1,484
998352,tt4065094,5.1,67
998367,tt4065212,4.5,1759
998368,tt4065214,4.9,124
998370,tt4065250,7.0,30
998372,tt4065300,8.0,7
998373,tt4065308,6.1,1160
998380,tt4065340,4.3,1473
998382,tt4065382,6.7,24
998386,tt4065410,7.8,8
998388,tt4065414,7.3,1263
998393,tt4065452,8.9,126
998399,tt4065552,7.7,11767
998409,tt4065758,5.4,25
998416,tt4065842,6.8,1231
998421,tt4066000,4.1,377
998424,tt4066086,6.9,29
998448,tt4066270,7.2,9
998468,tt4066402,8.3,32
998473,tt4066512,8.4,40
998475,tt4066544,8.4,9
998477,tt4066586,6.3,71
998478,tt4066600,6.8,22
998485,tt4066748,7.3,344
998491,tt4066836,5.8,674
998494,tt4066878,5.9,39
998497,tt4066958,5.0,540
998499,tt4067006,5.2,27
998503,tt4067062,5.6,368
998507,tt4067084,7.1,2475
998510,tt4067106,3.7,3119
998512,tt4067120,6.3,315
998515,tt4067160,5.9,11
998516,tt4067162,7.6,641
998534,tt4067350,5.3,8
998536,tt4067358,7.8,16
998540,tt4067378,5.7,44
998542,tt4067386,8.7,11
998546,tt4067436,6.9,37
998552,tt4067568,7.7,19
998554,tt4067578,6.5,97
998555,tt4067596,7.2,17
998559,tt4067672,7.5,13
998561,tt4067684,5.3,67
998564,tt4067720,7.4,12
998589,tt4068026,3.6,22
998591,tt4068056,8.5,7
998612,tt4068392,7.9,60
998615,tt4068480,7.9,34
998619,tt4068576,7.3,32159
998620,tt4068586,5.4,219
998621,tt4068632,4.4,112
998629,tt4068848,2.8,35
998633,tt4069042,6.2,32
998639,tt4069184,5.3,269
998650,tt4069316,4.7,272
998666,tt4069594,6.9,55
998709,tt4070204,3.7,95
998720,tt4070374,8.6,13
998746,tt4070662,3.1,21
998748,tt4070672,7.3,35
998752,tt4070752,4.8,19
998768,tt4071086,6.4,1516
998785,tt4071412,7.6,7
998789,tt4071498,6.4,1367
998816,tt4071936,6.7,23
998858,tt4072296,4.7,234
998861,tt4072326,6.8,5339
998863,tt4072352,7.4,971
998864,tt4072368,5.9,249
998865,tt4072374,8.0,64
998868,tt4072418,6.8,393
998870,tt4072458,8.3,11
998871,tt4072742,7.3,31
998872,tt4073044,6.3,77
998879,tt4073166,6.4,437
998887,tt4073304,4.7,93
998890,tt4073318,5.0,12
998909,tt4073502,6.9,8
998910,tt4073512,8.9,29
998912,tt4073582,4.9,196
998918,tt4073670,7.2,21
998920,tt4073682,6.1,1587
998925,tt4073732,7.5,21
998931,tt4073790,5.7,33159
998936,tt4073840,5.9,24
998939,tt4073858,8.3,49
998940,tt4073866,9.0,10
998941,tt4073868,6.6,350
998944,tt4073890,2.7,3093
998953,tt4073936,6.3,328
998961,tt4074114,5.1,395
998964,tt4074134,9.1,21
998967,tt4074180,8.4,175
998976,tt4074258,7.2,7
998981,tt4074296,6.6,80
998982,tt4074304,7.0,1395
998987,tt4074340,6.2,16
998988,tt4074344,7.2,18
998989,tt4074348,9.0,36
998990,tt4074350,8.0,17
998991,tt4074360,8.0,7
998992,tt4074362,7.8,7
998993,tt4074364,5.8,3980
998999,tt4074400,8.4,21
999003,tt4074452,6.6,10
999004,tt4074454,9.2,21
999007,tt4074472,6.9,26
999009,tt4074502,6.9,1208
999010,tt4074514,6.0,32
999011,tt4074562,4.7,10
999012,tt4074566,6.6,8
999015,tt4074652,6.4,392
999016,tt4074666,5.9,44
999018,tt4074692,8.1,22
999019,tt4074696,6.6,5
999020,tt4074698,5.4,183
999054,tt4074928,5.9,5353
999055,tt4074958,5.1,765
999056,tt4075022,5.9,115
999062,tt4075124,5.8,22
999068,tt4075164,3.0,31
999085,tt4075276,2.7,14
999087,tt4075322,4.4,1074
999100,tt4075458,6.0,874
999108,tt4075488,6.3,385
999111,tt4075500,7.3,24
999113,tt4075520,6.4,1465
999119,tt4075614,6.0,44
999121,tt4075688,8.5,30
999123,tt4075760,9.2,38
999124,tt4075790,9.0,9
999126,tt4075802,5.9,9
999127,tt4075804,8.0,65
999147,tt4075952,7.2,45
999154,tt4076058,7.0,2293
999156,tt4076126,6.9,35
999157,tt4076134,6.4,7
999160,tt4076154,8.3,11
999161,tt4076164,4.6,568
999163,tt4076194,6.1,13
999170,tt4076258,7.2,140
999171,tt4076262,8.9,11
999175,tt4076284,7.9,82
999181,tt4076326,6.0,221
999182,tt4076332,5.8,12
999183,tt4076344,3.7,132
999184,tt4076360,7.2,20
999190,tt4076446,4.2,47
999192,tt4076500,6.6,12
999194,tt4076552,6.8,12
999199,tt4076638,6.3,11
999206,tt4076744,8.8,8
999208,tt4076756,7.1,1128
999209,tt4076760,4.5,5101
999210,tt4076766,5.3,113
999211,tt4076818,6.8,150
999213,tt4076824,3.1,508
999216,tt4076856,7.5,21
999217,tt4076864,8.4,11
999218,tt4076898,7.0,11
999219,tt4076916,5.0,339
999220,tt4076926,4.4,1823
999221,tt4076934,5.9,2225
999223,tt4076950,8.8,11
999224,tt4076956,4.7,189
999226,tt4076980,4.6,1596
999228,tt4076998,7.4,41
999234,tt4077118,5.9,503
999244,tt4077382,8.1,14
999246,tt4077386,6.4,9
999255,tt4077528,6.9,153
999257,tt4077548,5.5,92
999260,tt4077570,5.9,72
999264,tt4077614,2.4,35
999269,tt4077656,3.8,108
999272,tt4077742,5.8,346
999273,tt4077768,4.9,367
999317,tt4077956,6.4,11
999354,tt4078160,4.3,1480
999355,tt4078162,5.0,185
999368,tt4078252,7.6,573
999379,tt4078512,8.4,16
999387,tt4078672,6.0,299
999390,tt4078744,7.3,378
999391,tt4078746,8.0,6
999396,tt4078792,8.2,42
999397,tt4078794,8.8,23
999401,tt4078814,7.1,78
999403,tt4078856,7.7,1946
999404,tt4078932,8.4,14
999405,tt4078934,6.4,42
999412,tt4079034,6.8,20
999414,tt4079142,7.5,459
999415,tt4079152,7.1,1762
999417,tt4079168,8.9,40
999423,tt4079232,8.1,65
999426,tt4079324,7.9,14
999427,tt4079332,6.4,270
999431,tt4079490,6.8,74
999434,tt4079552,7.9,15
999435,tt4079554,5.8,40
999436,tt4079566,7.3,154
999438,tt4079596,7.7,14
999442,tt4079666,6.2,33
999443,tt4079680,7.0,48
999446,tt4079782,5.8,1085
999451,tt4079864,6.9,32
999454,tt4079900,8.1,44
999455,tt4079902,7.3,511
999458,tt4079922,6.2,134
999461,tt4079944,6.4,185
999464,tt4079976,6.4,38
999465,tt4079994,7.6,21
999466,tt4079996,7.3,44
999468,tt4080008,6.6,64
999469,tt4080012,6.4,46
999471,tt4080020,6.2,6
999472,tt4080028,6.2,1180
999476,tt4080046,5.8,190
999478,tt4080058,4.5,71
999479,tt4080072,4.2,16
999488,tt4080168,6.0,87
999547,tt4080378,7.1,8
999548,tt4080386,6.3,1612
999549,tt4080400,5.9,191
999559,tt4080468,7.0,5
999560,tt4080470,7.9,18
999561,tt4080474,8.9,21
999567,tt4080594,4.4,362
999568,tt4080598,7.1,2250
999571,tt4080666,3.3,146
999573,tt4080672,6.0,4562
999575,tt4080706,6.6,96
999576,tt4080728,7.7,59606
999579,tt4080760,6.7,120
999580,tt4080768,6.7,5238
999584,tt4080812,3.0,209
999585,tt4080824,7.4,25
999590,tt4080858,5.4,919
999592,tt4080870,7.3,41
999594,tt4080928,9.6,8
999595,tt4080956,6.8,24379
999596,tt4081012,4.5,559
999603,tt4081260,6.4,1894
999616,tt4081350,7.8,5
999625,tt4081630,6.7,13825
999630,tt4081818,4.6,56
999631,tt4081852,7.9,100
999632,tt4081950,7.3,22
999635,tt4082004,5.6,65
999637,tt4082068,7.2,16182
999641,tt4082144,5.8,8
999652,tt4082314,4.9,356
999655,tt4082346,8.1,53
999656,tt4082364,5.7,31
999657,tt4082370,8.1,40
999659,tt4082402,7.8,14
999663,tt4082466,6.8,95
999664,tt4082482,4.2,897
999665,tt4082496,6.4,54
999666,tt4082506,4.4,190
999668,tt4082524,5.3,987
999673,tt4082574,7.2,73
999675,tt4082596,6.8,1453
999676,tt4082606,9.2,89
999677,tt4082608,6.4,55
999678,tt4082624,7.8,35
999679,tt4082640,7.5,14
999680,tt4082644,3.8,609
999683,tt4082668,7.6,46
999690,tt4082792,7.3,6
999698,tt4082910,6.9,19
999713,tt4083006,7.4,7
999718,tt4083052,5.4,1152
999720,tt4083076,5.4,1129
999729,tt4083126,8.2,35
999740,tt4083468,7.5,26
999746,tt4083500,8.0,17
999755,tt4083572,4.3,8823
999761,tt4083682,3.7,710
999762,tt4083698,7.8,8
999763,tt4083740,3.9,424
999767,tt4083770,8.5,44
999768,tt4083776,8.4,19
999793,tt4083850,6.5,1523
999796,tt4084042,4.5,43
999797,tt4084056,6.8,3096
999798,tt4084060,6.5,552
999800,tt4084076,6.2,571
999807,tt4084140,7.2,11
999820,tt4084168,5.7,104
999821,tt4084182,6.2,232
999825,tt4084282,9.1,21
999830,tt4084478,3.8,21
999833,tt4084554,7.0,7
999834,tt4084566,7.0,33
999845,tt4084672,7.8,20
999848,tt4084744,7.0,12910
999860,tt4084912,5.3,55
999865,tt4084954,2.5,28
999866,tt4084994,7.6,10
999875,tt4085044,6.6,161
999878,tt4085066,5.8,117
999881,tt4085084,6.2,6476
999887,tt4085130,5.7,195
999894,tt4085238,5.2,2435
999895,tt4085258,7.4,20
999897,tt4085270,7.1,94
999898,tt4085314,9.2,7
999901,tt4085392,8.1,16
999903,tt4085456,7.1,44
999906,tt4085484,7.9,72
999908,tt4085502,6.8,1059
999910,tt4085566,8.9,30
999914,tt4085618,7.0,127
999922,tt4085660,8.3,8
999928,tt4085696,8.4,1846
999933,tt4085930,9.0,15
999935,tt4085940,9.2,9
999936,tt4085944,5.7,4199
999942,tt4086018,5.6,3666
999943,tt4086024,7.2,324
999947,tt4086032,5.1,2873
999950,tt4086046,5.6,24
999955,tt4086116,1.8,697
999979,tt4086578,6.7,105
999980,tt4086588,6.6,19
999996,tt4086722,7.0,17
1000018,tt4087154,7.4,15
1000022,tt4087210,8.7,19
1000027,tt4087282,7.3,10
1000031,tt4087340,8.2,34
1000041,tt4087770,3.4,66
1000042,tt4087816,3.3,189
1000043,tt4087822,4.9,144
1000044,tt4087850,5.9,960
1000048,tt4087890,4.0,34
1000050,tt4087908,3.4,78
1000051,tt4087914,6.5,286
1000054,tt4087942,5.5,36
1000059,tt4087996,6.0,80
1000068,tt4088204,7.8,19
1000069,tt4088268,7.0,20848
1000071,tt4088328,7.7,1952
1000079,tt4088550,6.4,69
1000090,tt4088588,7.8,4173
1000103,tt4088848,5.9,426
1000110,tt4089126,7.2,23
1000127,tt4089364,7.3,27
1000132,tt4089412,3.7,581
1000150,tt4089568,7.5,79
1000153,tt4089612,6.1,28
1000179,tt4089840,6.9,15
1000186,tt4090040,5.1,77
1000190,tt4092120,7.6,28
1000193,tt4092288,6.3,25
1000201,tt4092422,5.8,406
1000206,tt4092514,4.6,84
1000207,tt4092578,7.1,20
1000208,tt4092580,7.2,66
1000209,tt4092584,7.3,21
1000213,tt4092686,7.0,257
1000217,tt4092774,6.8,342
1000227,tt4093026,5.6,67
1000245,tt4093402,6.0,33
1000247,tt4093410,6.8,233
1000249,tt4093508,6.6,6
1000260,tt4093680,6.7,1710
1000261,tt4093692,5.2,33
1000262,tt4093700,7.0,473
1000265,tt4093816,6.6,47
1000268,tt4093828,5.0,86
1000272,tt4093860,5.8,67
1000275,tt4093896,5.4,37
1000277,tt4093962,8.2,6
1000283,tt4094088,7.1,75
1000286,tt4094144,6.0,224
1000343,tt4094594,7.6,18
1000344,tt4094596,7.1,203
1000345,tt4094598,7.0,25
1000352,tt4094724,6.0,103610
1000356,tt4094820,5.2,58
1000360,tt4094874,8.6,12
1000365,tt4094916,4.8,134
1000418,tt4095650,5.1,44
1000430,tt4095748,5.8,5
1000435,tt4095870,9.0,8
1000442,tt4095988,6.4,311
1000468,tt4096470,8.7,10
1000474,tt4096564,7.9,25
1000478,tt4096608,3.7,444
1000481,tt4096620,6.5,128
1000485,tt4096638,6.0,45
1000494,tt4096750,3.7,1060
1000495,tt4096762,5.3,189
1000496,tt4096810,5.3,2709
1000497,tt4096814,8.1,14
1000503,tt4096928,7.0,16
1000504,tt4096952,5.4,8
1000505,tt4096990,7.0,50
1000509,tt4097108,7.9,23
1000510,tt4097114,7.3,62
1000511,tt4097116,6.0,60
1000522,tt4097336,6.4,37
1000543,tt4097612,6.5,2550
1000546,tt4097640,7.7,24
1000550,tt4097678,6.5,45
1000557,tt4097778,7.6,9
1000558,tt4097786,9.1,64
1000559,tt4097804,8.7,64
1000560,tt4097826,6.2,1260
1000567,tt4098324,6.9,45
1000577,tt4100252,6.0,175
1000580,tt4102304,6.8,527
1000621,tt4102614,6.4,63
1000631,tt4102722,5.4,2783
1000633,tt4102728,5.7,67
1000636,tt4102800,8.2,8
1000638,tt4102820,6.8,8
1000643,tt4103078,8.5,22
1000645,tt4103144,5.4,43
1000661,tt4103392,9.0,10
1000662,tt4103394,8.3,30
1000663,tt4103404,6.7,1236
1000664,tt4103470,5.7,1051
1000665,tt4103474,7.1,224
1000668,tt4103538,8.6,6
1000679,tt4103686,6.4,1382
1000680,tt4103724,6.6,18437
1000698,tt4103920,4.5,30
1000699,tt4103950,7.3,71
1000702,tt4103990,4.0,56
1000707,tt4104014,5.6,125
1000709,tt4104022,6.8,10773
1000711,tt4104054,5.2,8225
1000712,tt4104058,7.8,36
1000716,tt4104086,6.2,118
1000736,tt4104186,5.6,24
1000738,tt4104202,7.0,23
1000739,tt4104212,7.6,24
1000745,tt4104354,5.5,529
1000748,tt4104384,6.7,30
1000758,tt4104738,6.7,75
1000764,tt4104950,6.1,18
1000766,tt4104960,7.2,12
1000775,tt4105014,8.2,12
1000780,tt4105200,7.4,18
1000783,tt4105260,6.2,34
1000786,tt4105266,8.7,152
1000793,tt4105466,6.6,271
1000800,tt4105522,6.3,9
1000801,tt4105550,5.4,83
1000805,tt4105564,6.1,32
1000807,tt4105584,4.2,1589
1000811,tt4105642,7.3,8
1000814,tt4105700,4.4,604
1000826,tt4105970,5.9,7997
1000827,tt4106028,6.0,132
1000833,tt4106148,7.9,27
1000844,tt4106264,2.7,73
1000851,tt4106304,8.1,18
1000852,tt4106306,5.8,2299
1000856,tt4106376,5.5,10257
1000861,tt4106514,5.7,12139
1000870,tt4106808,4.1,119
1000877,tt4107028,8.3,68
1000879,tt4107038,8.0,20
1000889,tt4107526,8.5,11
1000891,tt4107672,5.3,16
1000903,tt4107858,6.0,11312
1000921,tt4108068,5.4,637
1000922,tt4108092,7.4,26
1000923,tt4108096,5.6,6
1000929,tt4108170,7.5,28
1000960,tt4108632,2.5,204
1000961,tt4108666,6.6,30
1000962,tt4108684,7.5,10
1000963,tt4108740,6.3,45
1000972,tt4108872,4.6,70
1000974,tt4108894,7.1,2351
1000979,tt4108914,8.0,7
1000980,tt4108926,6.3,29
1000989,tt4108966,6.9,10
1000991,tt4108984,8.2,21
1000994,tt4109034,8.8,28
1000996,tt4109046,7.6,7
1001004,tt4109204,5.5,51
1001010,tt4109242,3.7,704
1001012,tt4109268,6.6,787
1001013,tt4109284,4.8,37
1001025,tt4109382,6.2,146
1001027,tt4109438,6.9,38
1001028,tt4109444,6.6,14
1001036,tt4109534,7.9,60
1001042,tt4109568,6.3,38
1001049,tt4109632,6.4,450
1001057,tt4109756,3.7,246
1001070,tt4109998,5.3,34
1001074,tt4110078,7.5,10
1001085,tt4110208,5.6,17
1001095,tt4110388,5.4,3854
1001096,tt4110400,5.8,642
1001101,tt4110568,7.0,18338
1001103,tt4110664,4.1,79
1001106,tt4110686,6.4,5
1001108,tt4110722,7.1,11
1001113,tt4110782,6.2,27
1001120,tt4110972,7.5,2318
1001121,tt4110978,5.0,82
1001125,tt4111044,6.5,29
1001126,tt4111050,7.9,86
1001142,tt4111262,6.9,100
1001150,tt4111334,7.9,9
1001158,tt4111608,8.8,5
1001164,tt4111826,4.8,290
1001168,tt4111880,6.9,57
1001172,tt4111956,3.8,726
1001173,tt4111958,6.3,56
1001176,tt4112020,6.7,116
1001177,tt4112034,5.3,44
1001187,tt4112146,7.4,35
1001189,tt4112208,7.9,785
1001190,tt4112250,4.8,40
1001191,tt4112264,7.2,98
1001193,tt4112274,5.7,42
1001195,tt4112302,5.8,8
1001196,tt4112334,5.1,1065
1001197,tt4112354,4.3,115
1001199,tt4112402,5.4,122
1001204,tt4112416,5.2,301
1001210,tt4112628,6.8,5
1001227,tt4112858,4.8,16
1001228,tt4112906,4.6,17
1001232,tt4112940,4.8,25
1001238,tt4113020,7.2,24
1001251,tt4113262,8.8,8
1001253,tt4113346,2.9,287
1001268,tt4113846,5.0,1362
1001269,tt4113850,7.2,8
1001273,tt4113916,4.0,14
1001286,tt4114270,7.8,6
1001289,tt4114302,5.3,228
1001303,tt4114456,6.5,1027
1001310,tt4114608,6.5,39
1001312,tt4114612,7.5,27
1001313,tt4114630,4.3,233
1001318,tt4114648,6.7,26
1001319,tt4114654,5.5,37
1001326,tt4114744,7.5,10954
1001327,tt4114758,7.2,59
1001328,tt4114762,3.7,3429
1001337,tt4114944,3.1,577
1001361,tt4115752,8.2,3706
1001362,tt4115786,4.3,223
1001367,tt4115820,6.4,21
1001370,tt4115896,7.1,20
1001374,tt4115932,4.9,677
1001381,tt4116002,6.0,47
1001390,tt4116116,6.9,924
1001395,tt4116284,7.3,155526
1001397,tt4116316,8.2,13
1001403,tt4116388,3.7,255
1001404,tt4116398,8.1,63
1001408,tt4116456,5.3,63
1001413,tt4116488,6.7,20
1001424,tt4117066,7.0,689
1001425,tt4117082,7.3,17
1001426,tt4117088,3.7,97
1001427,tt4117094,5.3,466
1001428,tt4117096,8.0,165
1001431,tt4117128,5.3,14
1001435,tt4117156,3.1,143
1001437,tt4117194,5.6,13
1001439,tt4117206,5.4,823
1001445,tt4117310,4.3,31
1001446,tt4117326,5.7,374
1001458,tt4117496,2.9,17
1001460,tt4117510,2.6,735
1001462,tt4117538,5.8,102
1001466,tt4117650,7.7,14
1001475,tt4117876,6.8,57
1001477,tt4117924,7.5,46
1001483,tt4118056,6.3,170
1001510,tt4118366,6.6,19
1001526,tt4118606,4.3,3625
1001568,tt4118932,6.5,2489
1001570,tt4119026,7.4,13
1001571,tt4119030,5.7,1101
1001572,tt4119044,6.3,231
1001573,tt4119052,6.9,275
1001574,tt4119054,6.5,371
1001577,tt4119110,8.6,31
1001584,tt4119196,4.8,12
1001585,tt4119208,7.3,594
1001587,tt4119228,6.2,8
1001588,tt4119270,7.4,224
1001589,tt4119278,4.9,6216
1001591,tt4119414,5.3,52
1001592,tt4119420,6.3,26
1001593,tt4119436,7.2,18
1001607,tt4119500,6.0,18
1001611,tt4119548,8.7,57
1001612,tt4119590,7.0,1109
1001637,tt4119980,7.6,56
1001646,tt4120078,7.2,5
1001650,tt4120176,6.9,14004
1001651,tt4120210,6.1,2230
1001675,tt4120598,6.6,164
1001678,tt4120642,6.8,10
1001692,tt4120732,5.5,28
1001695,tt4120740,9.2,40
1001698,tt4120762,4.2,252
1001699,tt4120826,7.1,11
1001703,tt4120866,3.7,147
1001710,tt4121086,3.8,185
1001712,tt4121152,6.2,116
1001718,tt4121274,8.0,39
1001720,tt4121306,6.7,72
1001721,tt4121318,7.9,10
1001731,tt4121500,6.7,29
1001732,tt4121522,7.6,76
1001734,tt4121562,8.2,9
1001735,tt4121564,3.9,29
1001736,tt4121590,6.8,6
1001737,tt4121610,7.0,1202
1001739,tt4121640,5.6,230
1001746,tt4121866,5.9,193
1001751,tt4121958,7.4,29
1001757,tt4122254,6.2,447
1001766,tt4122552,5.1,12
1001770,tt4122590,5.8,115
1001792,tt4122854,7.4,33
1001794,tt4122870,9.4,11
1001816,tt4123216,8.1,11
1001821,tt4123262,7.2,137
1001829,tt4123406,8.4,6
1001831,tt4123414,3.4,98
1001832,tt4123430,6.5,288463
1001833,tt4123432,6.2,146087
1001843,tt4123506,6.0,229
1001848,tt4123562,7.3,264
1001854,tt4123650,4.4,1678
1001863,tt4123718,4.7,278
1001888,tt4123876,6.4,233
1001889,tt4123880,7.6,55
1001890,tt4123886,6.2,103
1001891,tt4123888,2.8,51
1001892,tt4123900,5.8,19
1001923,tt4124122,5.1,79
1001941,tt4124980,4.4,247
1001945,tt4125206,6.3,98
1001946,tt4125220,6.1,394
1001947,tt4125222,8.5,500
1001950,tt4125300,7.1,2074
1001951,tt4125324,4.3,12
1001956,tt4125368,5.5,65
1001957,tt4125372,5.5,277
1001972,tt4125440,8.3,36
1001978,tt4125568,6.0,867
1001979,tt4125630,6.0,70
1001982,tt4125654,4.8,275
1001985,tt4125710,5.8,110
1001999,tt4125856,7.3,809
1002000,tt4125860,8.4,6
1002023,tt4126006,5.7,28
1002025,tt4126038,2.6,7
1002041,tt4126248,7.9,14
1002042,tt4126304,7.3,18561
1002044,tt4126312,7.2,1919
1002046,tt4126322,8.6,223
1002048,tt4126342,8.4,47
1002049,tt4126354,7.1,59
1002052,tt4126392,7.2,92
1002053,tt4126394,5.5,3226
1002058,tt4126434,6.0,1302
1002059,tt4126438,6.1,10662
1002063,tt4126476,5.3,57682
1002074,tt4126568,4.2,4652
1002077,tt4126602,6.3,30
1002093,tt4126694,5.7,2057
1002096,tt4126704,7.4,8
1002102,tt4126870,6.4,16
1002108,tt4126936,8.8,12
1002130,tt4127332,6.3,84
1002139,tt4127446,7.2,60
1002141,tt4127548,6.4,143
1002143,tt4127650,6.9,163
1002146,tt4127716,7.6,87
1002175,tt4128378,7.3,9
1002176,tt4128382,4.1,730
1002184,tt4128514,3.8,416
1002202,tt4128582,6.8,34
1002216,tt4128662,7.0,70
1002227,tt4128750,3.5,12
1002275,tt4129428,6.4,10745
1002284,tt4129604,9.2,26
1002298,tt4129802,6.5,165
1002300,tt4129870,5.7,11177
1002301,tt4129876,6.9,2224
1002303,tt4129900,5.4,294
1002313,tt4130028,7.8,11
1002324,tt4130180,4.2,280
1002325,tt4130224,9.8,15
1002330,tt4130354,8.2,26
1002338,tt4130484,4.8,6333
1002345,tt4130606,5.6,10
1002355,tt4130944,6.8,763
1002356,tt4130956,6.7,79
1002364,tt4131102,8.8,6
1002369,tt4131150,6.7,118
1002370,tt4131188,7.3,565
1002371,tt4131206,6.8,282
1002372,tt4131208,6.6,46
1002373,tt4131210,6.8,294
1002374,tt4131214,6.4,15
1002377,tt4131240,5.8,780
1002380,tt4131336,6.1,18
1002386,tt4131452,5.4,47
1002398,tt4131496,5.9,18629
1002400,tt4131508,6.1,77
1002401,tt4131518,6.8,202
1002422,tt4131594,5.8,272
1002426,tt4131622,6.0,33
1002432,tt4131658,4.7,35
1002434,tt4131682,5.0,173
1002435,tt4131686,6.2,2857
1002441,tt4131756,6.7,460
1002443,tt4131798,5.3,30
1002444,tt4131800,6.1,7315
1002455,tt4132084,2.6,225
1002461,tt4132188,7.1,38
1002462,tt4132190,4.0,250
1002464,tt4132210,4.9,81
1002466,tt4132218,4.7,11
1002468,tt4132230,9.1,42
1002470,tt4132250,7.6,357
1002479,tt4132328,6.8,23
1002482,tt4132352,7.5,27
1002495,tt4132468,4.3,10
1002498,tt4132518,3.4,309
1002500,tt4132548,4.5,7
1002501,tt4132554,8.8,20
1002502,tt4132560,7.8,10
1002515,tt4132736,6.2,35
1002516,tt4132746,5.8,6
1002521,tt4132778,6.3,172
1002530,tt4132958,8.8,16
1002532,tt4132968,6.9,16
1002544,tt4133088,6.2,67
1002547,tt4133102,7.4,15
1002594,tt4134634,4.9,77
1002597,tt4134660,4.0,10
1002600,tt4134696,8.3,14
1002602,tt4134712,7.2,340
1002608,tt4134782,6.6,63
1002609,tt4134784,8.8,452
1002614,tt4134826,2.7,228
1002617,tt4134856,5.8,70
1002642,tt4135016,4.2,34
1002646,tt4135076,6.5,1152
1002647,tt4135082,4.7,8
1002648,tt4135094,9.2,44
1002660,tt4135326,6.2,341
1002662,tt4135342,4.6,39
1002667,tt4135418,4.9,363
1002674,tt4135574,4.4,34
1002691,tt4135648,7.7,15
1002702,tt4135844,7.1,3111
1002705,tt4135896,7.7,260
1002708,tt4135932,9.3,8
1002719,tt4136008,4.6,56
1002728,tt4136056,7.6,5978
1002729,tt4136076,4.8,19
1002732,tt4136084,6.8,57187
1002736,tt4136108,5.6,117
1002738,tt4136148,7.0,492
1002743,tt4136162,6.9,59
1002745,tt4136198,7.3,21
1002750,tt4136268,4.5,43
1002755,tt4136312,7.8,12
1002783,tt4136456,5.0,8053
1002785,tt4136518,2.8,193
1002786,tt4136534,7.5,124
1002792,tt4136636,6.7,373
1002793,tt4136642,9.3,24
1002794,tt4136644,9.0,49
1002799,tt4136676,8.0,10
1002802,tt4136696,5.7,684
1002807,tt4136714,8.7,68
1002808,tt4136732,8.4,5
1002817,tt4136768,1.8,26
1002818,tt4136772,7.1,27
1002824,tt4136828,4.1,994
1002826,tt4136846,3.5,65
1002827,tt4136860,8.0,11
1002829,tt4136870,7.7,64
1002847,tt4136998,6.1,11
1002848,tt4137012,9.2,8
1002849,tt4137016,5.7,20
1002850,tt4137020,4.8,12
1002851,tt4137022,8.4,15
1002866,tt4137324,6.9,936
1002867,tt4137380,7.4,10
1002887,tt4137714,6.6,263
1002890,tt4137808,8.1,80
1002893,tt4137902,7.3,1262
1002899,tt4137928,8.4,23
1002904,tt4138004,3.0,138
1002905,tt4138020,7.6,29
1002907,tt4138048,7.2,6
1002917,tt4138254,4.8,184
1002920,tt4138322,6.8,71
1002939,tt4138428,5.5,11
1002940,tt4138452,7.7,10
1002949,tt4138610,5.9,9
1002950,tt4138618,9.0,6
1002954,tt4138706,7.5,14
1002960,tt4139124,6.2,49811
1002975,tt4139336,3.8,94
1002979,tt4139412,6.9,117
1002991,tt4139588,6.3,92311
1003004,tt4139928,8.8,9675
1003022,tt4141024,5.2,679
1003035,tt4141260,5.7,233
1003037,tt4141314,7.2,16
1003042,tt4141368,3.0,2452
1003044,tt4141414,8.8,14
1003047,tt4141442,6.6,9
1003048,tt4141470,7.1,38
1003081,tt4141788,5.4,893
1003086,tt4141906,7.6,57
1003087,tt4141936,7.4,18
1003088,tt4142012,8.0,25
1003090,tt4142022,6.1,2712
1003101,tt4142090,6.9,193
1003102,tt4142094,7.1,92
1003107,tt4142170,9.0,9
1003108,tt4142204,6.8,14
1003111,tt4142262,5.6,185
1003117,tt4142364,4.1,51
1003118,tt4142394,3.6,1062
1003127,tt4142572,6.0,7
1003128,tt4142598,5.8,103
1003130,tt4142608,6.0,6
1003134,tt4142682,8.0,39
1003137,tt4142728,8.1,20
1003141,tt4142762,8.1,16
1003169,tt4143066,3.7,366
1003170,tt4143070,6.3,9
1003173,tt4143148,5.2,64
1003177,tt4143186,6.9,8
1003187,tt4143306,7.4,373
1003190,tt4143326,6.5,42
1003191,tt4143384,6.8,258
1003193,tt4143508,8.2,1757
1003222,tt4143880,7.5,25
1003229,tt4144034,6.3,113
1003237,tt4144156,4.5,274
1003240,tt4144190,5.9,10488
1003241,tt4144206,4.7,292
1003251,tt4144332,6.0,1979
1003257,tt4144350,5.2,4405
1003269,tt4144504,7.5,1275
1003282,tt4144582,6.2,23
1003292,tt4144690,7.3,78
1003294,tt4144726,6.1,22
1003295,tt4144766,7.5,49
1003305,tt4144914,7.9,11
1003307,tt4144932,6.8,55
1003313,tt4145002,6.0,7
1003317,tt4145108,4.4,852
1003327,tt4145178,8.1,7682
1003334,tt4145258,7.6,13
1003337,tt4145304,5.8,3195
1003339,tt4145324,3.4,2520
1003341,tt4145350,3.0,1025
1003370,tt4145834,7.0,11
1003371,tt4145836,2.6,591
